similitud,pieza_1,no_parte_1,pieza_2,no_parte_2,razon_no_fusion
90.9,"CODO NEGRO SOLDABLE CED 30 2"" * 90°",CODO N-031,CODO NEGRO SOLDABLE CED 40 1 1/2 * 90°,CODO N-014,Medidas/modelos diferentes
90.9,"CODO NEGRO SOLDABLE CED 30 3/4"" * 45°",CODO N-042,"CODO NEGRO SOLDABLE CED 40 1/2"" * 45°",CODO N-025,Medidas/modelos diferentes
90.9,"CODO NEGRO SOLDABLE CED 30 3/4"" * 45°",CODO N-042,"CODO NEGRO SOLDABLE CED 40 3/4"" * 90°",CODO N-016,Medidas/modelos diferentes
90.9,"CODO NEGRO SOLDABLE CED 30 3/4"" * 90°",CODO N-034,"CODO NEGRO SOLDABLE CED 40 1/2"" * 90°",CODO N-017,Medidas/modelos diferentes
90.9,"CODO NEGRO SOLDABLE CED 30 3/4"" * 90°",CODO N-034,"CODO NEGRO SOLDABLE CED 40 3/4"" * 45°",CODO N-026,Medidas/modelos diferentes
90.9,"CODO NEGRO SOLDABLE CED 40 1 1/2""*45°",CODO N-023,"CODO NEGRO SOLDABLE CED 40 3"" * 45°",CODO N-021,Medidas/modelos diferentes
90.9,"CODO NEGRO SOLDABLE CED 40 1 1/2""*45°",CODO N-023,"CODO NEGRO SOLDABLE CED 40 4"" * 45°",CODO N-020,Medidas/modelos diferentes
90.9,"CODO NEGRO SOLDABLE CED 40 1 1/2""*45°",CODO N-023,CODO NEGRO SOLDABLE CED 40 5 * 45°,CODO N-019,Medidas/modelos diferentes
90.9,CODO NEGRO SOLDABLE CED 40 1 1/2 * 90°,CODO N-014,CODO NEGRO SOLDABLE CED 40 3*90°,CODO N-012,Medidas/modelos diferentes
90.9,CODO NEGRO SOLDABLE CED 40 1 1/2 * 90°,CODO N-014,CODO NEGRO SOLDABLE CED 40 4*90°,CODO N-011,Medidas/modelos diferentes
90.9,CONECTOR MACHO 1/2 *1/2,AIRE-CON-009,CONECTOR MACHO 1/2 * 3/8,AIRE-CON-008,Medidas/modelos diferentes
90.9,CONECTOR MACHO 1/2 *1/2,AIRE-CON-009,CONECTOR MACHO 1/4 * 1/4,,Medidas/modelos diferentes
90.9,CONECTOR MACHO 1/2 *1/2,AIRE-CON-009,CONECTOR MACHO 1/4 * 1/8,,Medidas/modelos diferentes
90.9,CONECTOR MACHO 1/2 * 1/4,AIRE-CON-007,CONECTOR MACHO 1/2 * 3/8,AIRE-CON-008,Medidas/modelos diferentes
90.9,CONECTOR MACHO 1/2 * 1/4,AIRE-CON-007,CONECTOR MACHO 1/4 * 1/8,,Medidas/modelos diferentes
90.9,CONECTOR MACHO 1/2 * 1/4,AIRE-CON-007,CONECTOR MACHO 3/8 * 1/4,AIRE-CON-005,Medidas/modelos diferentes
90.9,CONECTOR MACHO 1/2 * 3/8,AIRE-CON-008,CONECTOR MACHO 1/4 * 1/8,,Medidas/modelos diferentes
90.9,CONECTOR MACHO 1/2 * 3/8,AIRE-CON-008,CONECTOR MACHO 3/8*3/8,AIRE-CON-006,Medidas/modelos diferentes
90.9,CONECTOR MACHO 1/4 * 1/4,,CONECTOR MACHO 1/4 * 3/8,AIRE-CON-003,Medidas/modelos diferentes
90.9,CONECTOR MACHO 1/4 * 1/4,,CONECTOR MACHO 3/8 * 1/4,AIRE-CON-005,Medidas/modelos diferentes
90.9,CONECTOR MACHO 1/4 * 1/8,,CONECTOR MACHO 3/8 * 1/8,AIRE-CON-004,Medidas/modelos diferentes
90.9,CONECTOR MACHO 1/4 * 3/8,AIRE-CON-003,CONECTOR MACHO 3/8*3/8,AIRE-CON-006,Medidas/modelos diferentes
90.9,CONECTOR MACHO 3/8 * 1/4,AIRE-CON-005,CONECTOR MACHO 3/8*3/8,AIRE-CON-006,Medidas/modelos diferentes
90.9,INSERTO 1/2,AIRE-INS-039,INSERTO 1/4,AIRE-INS-037,Medidas/modelos diferentes
90.9,INSERTO 3/8,AIRE-INS-038,INSERTO 5/8,AIRE-INS-040,Medidas/modelos diferentes
90.9,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1""",AIRE-RED-131,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/2*1/2,AIRE-RED-135,Medidas/modelos diferentes
90.9,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1""",AIRE-RED-131,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/2*3/4,AIRE-RED-136,Medidas/modelos diferentes
90.9,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1""",AIRE-RED-131,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/4* 1/2,AIRE-RED-133,Medidas/modelos diferentes
90.9,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1""",AIRE-RED-131,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/4*3/4,AIRE-RED-134,Medidas/modelos diferentes
90.9,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1""",AIRE-RED-131,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/4*3/8,AIRE-RED-132,Medidas/modelos diferentes
90.9,"TEE SOLDABLE NEGRA CED 30 DE 1 1/2""",TEE SO-054,"TEE SOLDABLE NEGRA CED 30 DE 3/4""",TEE SO-057,Medidas/modelos diferentes
90.9,"TEE SOLDABLE NEGRA CED 40 DE 1 1/2""",TEE SO-047,"TEE SOLDABLE NEGRA CED 40 DE 3/4""",TEE SO-049,Medidas/modelos diferentes
90.9,"TUERCA NEGRA GRADO 5 DE 1/2""",TUERC-110,"TUERCA NEGRA GRADO 5 DE 7/16""",TUERC-109,Medidas/modelos diferentes
90.9,"TUERCA NEGRA GRADO 5 DE 1/2""",TUERC-110,TUERCA NEGRA GRADO 5 DE 9/16,TUERC-111,Medidas/modelos diferentes
90.9,TUERCA NEGRA GRADO 5 DE 3/4,TUERC-113,"TUERCA NEGRA GRADO 5 DE 7/16""",TUERC-109,Medidas/modelos diferentes
90.9,TUERCA NEGRA GRADO 5 DE 3/4,TUERC-113,TUERCA NEGRA GRADO 5 DE 9/16,TUERC-111,Medidas/modelos diferentes
90.9,"TUERCA NEGRA GRADO 5 DE 3/8""",TUERC-101,"TUERCA NEGRA GRADO 5 DE 7/16""",TUERC-109,Medidas/modelos diferentes
90.9,"TUERCA NEGRA GRADO 5 DE 3/8""",TUERC-101,TUERCA NEGRA GRADO 5 DE 9/16,TUERC-111,Medidas/modelos diferentes
90.9,TUERCA NEGRA GRADO 5 DE 5/8,TUERC-112,"TUERCA NEGRA GRADO 5 DE 7/16""",TUERC-109,Medidas/modelos diferentes
90.9,TUERCA NEGRA GRADO 5 DE 5/8,TUERC-112,TUERCA NEGRA GRADO 5 DE 9/16,TUERC-111,Medidas/modelos diferentes
90.9,TUERCA NEGRA GRADO 5 DE 7/8,TUERC-114,TUERCA NEGRA GRADO 5 DE 9/16,TUERC-111,Medidas/modelos diferentes
90.9,DISCO DE LIJA GRANO 24,DIS-033,DISCO DE LIJA GRANO 36,DIS-034,Medidas/modelos diferentes
90.9,DISCO DE LIJA GRANO 24,DIS-033,DISCO DE LIJA GRANO 50,DIS-035,Medidas/modelos diferentes
90.9,DISCO DE LIJA GRANO 36,DIS-034,DISCO DE LIJA GRANO 50,DIS-035,Medidas/modelos diferentes
90.9,TORNILLO 1/2*3NEGRO GRADO 5,TORNI-050,TORNILLO 5/8*3 NEGRO GRADO 5,TORNI-068,Medidas/modelos diferentes
90.9,TORNILLO 1/2*3NEGRO GRADO 5,TORNI-050,TORNILLO 7/16*3NEGRO GRADO 5,TORNI-043,Medidas/modelos diferentes
90.9,TORNILLO 1/2*4NEGRO GRADO 5,TORNI-052,TORNILLO 5/8*4 NEGRO GRADO 5,TORNI-070,Medidas/modelos diferentes
90.9,TORNILLO 1/4* 1 1/2 GALVANIZADO GRADO 5,TORNI-011,TORNILLO 5/16 * 1 1/4 GALVANIZADO GRADO 5,TORNI-015,Medidas/modelos diferentes
90.9,TORNILLO 1/4* 2 1/2 GALVANIZADO GRADO 5,TORNI-013,TORNILLO 5/16* 1 1/2 GALVANIZADO GRADO 5,TORNI-016,Medidas/modelos diferentes
90.9,TORNILLO 3/8 *1 1/2 GALVANIZADO GRADO 5,TORNI-019,TORNILLO 5/16 * 1 1/4 GALVANIZADO GRADO 5,TORNI-015,Medidas/modelos diferentes
90.9,TORNILLO DE 3/8*1 1/2 NEGRO GRADO 5,TORNI-031,TORNILLO DE 3/8*3 NEGRO GRADO 5,TORNI-034,Medidas/modelos diferentes
90.9,TORNILLO DE 3/8*1 1/2 NEGRO GRADO 5,TORNI-031,TORNILLO DE 3/8*4 NEGRO GRADO 5,TORNI-036,Medidas/modelos diferentes
90.9,TORNILLO DE 3/8*3 NEGRO GRADO 5,TORNI-034,TORNILLO DE 3/8*4 1/2 NEGRO GRADO 5,TORNI-037,Medidas/modelos diferentes
90.9,PLAFON LATERAL DOMO 4 LEDS KW ROJO TECNO,PLAFON-009,PLAFON LATERAL DOMO 4 LEDS KW ROJO TECNO VOLT 24,PLAFON-019,Medidas/modelos diferentes
90.9,RONDANA CENTRICA,,RONDANA EXENTRICA,,Similitud insuficiente para fusionar automáticamente
90.7,"NIPLE ACERO AL CARBON DE 2"" CUERDA CORRIDA",NIPLE -118,NIPLE ACERO AL CARBON DE CUERDA CORRIDA 2 1/2,NIPLE -110,Medidas/modelos diferentes
90.7,"NIPLE ACERO AL CARBON DE 3"" CUERDA CORRIDA",NIPLE -097,NIPLE ACERO AL CARBON DE CUERDA CORRIDA 2 1/2,NIPLE -110,Medidas/modelos diferentes
90.7,"NIPLE ACERO AL CARBON DE 4"" CUERDA CORRIDA",NIPLE -091,NIPLE ACERO AL CARBON DE CUERDA CORRIDA 2 1/2,NIPLE -110,Medidas/modelos diferentes
90.7,"REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1""",AIRE-RED-131,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 3/4*3/8,AIRE-RED-129,Medidas/modelos diferentes
90.7,UNION MACHO JIC x MACHO JIC 1 5/8*1 5/8,AIRE-UNI-168,UNION MACHO JIC x MACHO JIC1 5/16* 1 5/16,AIRE-UNI-167,Medidas/modelos diferentes
90.7,TORNILLO 1/4* 1/2 GALVANIZADO GRADO 5,TORNI-009,TORNILLO 5/16* 1 1/2 GALVANIZADO GRADO 5,TORNI-016,Medidas/modelos diferentes
90.7,"PLAFON RED REMACHABLE 3 LED DE 2"" AMBAR",PLAFON-018,"PLAFON RED REMACHABLE 3 LED DE 2"" ROJO",PLAFON-017,Similitud insuficiente para fusionar automáticamente
90.7,"PLAFON REDONDO 10 LEED DE 4"" VOLT 12ROJO",PLAFON-011,"PLAFON REDONDO 10 LEED DE 4"" VOLT 12ROJO VOLT 24",PLAFON-021,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 1/2"" * 45°",CODO N-043,"CODO NEGRO SOLDABLE CED 30 1"" * 90°",CODO N-033,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 1/2"" * 45°",CODO N-043,"CODO NEGRO SOLDABLE CED 30 2"" * 90°",CODO N-031,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 1/2"" * 45°",CODO N-043,"CODO NEGRO SOLDABLE CED 40 3"" * 45°",CODO N-021,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 1/2"" * 45°",CODO N-043,"CODO NEGRO SOLDABLE CED 40 4"" * 45°",CODO N-020,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 1/2"" * 45°",CODO N-043,CODO NEGRO SOLDABLE CED 40 5 * 45°,CODO N-019,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 1/2"" * 90°",CODO N-035,"CODO NEGRO SOLDABLE CED 30 1"" * 45°",CODO N-041,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 1/2"" * 90°",CODO N-035,"CODO NEGRO SOLDABLE CED 30 2"" *45°",CODO N-039,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 1/2"" * 90°",CODO N-035,CODO NEGRO SOLDABLE CED 40 3*90°,CODO N-012,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 1/2"" * 90°",CODO N-035,CODO NEGRO SOLDABLE CED 40 4*90°,CODO N-011,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 1"" * 45°",CODO N-041,"CODO NEGRO SOLDABLE CED 40 3/4"" * 45°",CODO N-026,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 1"" * 90°",CODO N-033,"CODO NEGRO SOLDABLE CED 40 3/4"" * 90°",CODO N-016,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 2"" *45°",CODO N-039,"CODO NEGRO SOLDABLE CED 40 3/4"" * 45°",CODO N-026,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 2"" * 90°",CODO N-031,"CODO NEGRO SOLDABLE CED 40 3/4"" * 90°",CODO N-016,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 3/4"" * 45°",CODO N-042,"CODO NEGRO SOLDABLE CED 30 3"" * 90°",CODO N-030,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 3/4"" * 45°",CODO N-042,"CODO NEGRO SOLDABLE CED 30 4"" * 90°",CODO N-029,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 3/4"" * 45°",CODO N-042,"CODO NEGRO SOLDABLE CED 40 1"" * 45°",CODO N-024,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 3/4"" * 45°",CODO N-042,"CODO NEGRO SOLDABLE CED 40 2"" * 45°",CODO N-022,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 3/4"" * 45°",CODO N-042,CODO NEGRO SOLDABLE CED 40 5 * 45°,CODO N-019,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 3/4"" * 90°",CODO N-034,"CODO NEGRO SOLDABLE CED 30 3""*45°",CODO N-038,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 3/4"" * 90°",CODO N-034,"CODO NEGRO SOLDABLE CED 30 4"" *45°",CODO N-037,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 3/4"" * 90°",CODO N-034,CODO NEGRO SOLDABLE CED 40 1*90°,CODO N-015,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 3/4"" * 90°",CODO N-034,CODO NEGRO SOLDABLE CED 40 2*90°,CODO N-013,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 3""*45°",CODO N-038,"CODO NEGRO SOLDABLE CED 40 1/2"" * 45°",CODO N-025,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 3"" * 90°",CODO N-030,"CODO NEGRO SOLDABLE CED 40 1/2"" * 90°",CODO N-017,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 4"" *45°",CODO N-037,"CODO NEGRO SOLDABLE CED 40 1/2"" * 45°",CODO N-025,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 4"" * 90°",CODO N-029,"CODO NEGRO SOLDABLE CED 40 1/2"" * 90°",CODO N-017,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 5"" * 45°",CODO N-036,"CODO NEGRO SOLDABLE CED 40 1/2"" * 45°",CODO N-025,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 5"" * 45°",CODO N-036,"CODO NEGRO SOLDABLE CED 40 3/4"" * 45°",CODO N-026,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 5"" * 90°",CODO N-028,"CODO NEGRO SOLDABLE CED 40 1/2"" * 90°",CODO N-017,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 5"" * 90°",CODO N-028,"CODO NEGRO SOLDABLE CED 40 3/4"" * 90°",CODO N-016,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 6"" * 90°",CODO N-027,"CODO NEGRO SOLDABLE CED 40 1/2"" * 90°",CODO N-017,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 30 6"" * 90°",CODO N-027,"CODO NEGRO SOLDABLE CED 40 3/4"" * 90°",CODO N-016,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 40 1/2"" * 45°",CODO N-025,CODO NEGRO SOLDABLE CED 40 1*90°,CODO N-015,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 40 1/2"" * 45°",CODO N-025,CODO NEGRO SOLDABLE CED 40 2*90°,CODO N-013,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 40 1/2"" * 90°",CODO N-017,"CODO NEGRO SOLDABLE CED 40 1"" * 45°",CODO N-024,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 40 1/2"" * 90°",CODO N-017,"CODO NEGRO SOLDABLE CED 40 2"" * 45°",CODO N-022,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 40 3/4"" * 45°",CODO N-026,CODO NEGRO SOLDABLE CED 40 3*90°,CODO N-012,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 40 3/4"" * 45°",CODO N-026,CODO NEGRO SOLDABLE CED 40 4*90°,CODO N-011,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 40 3/4"" * 90°",CODO N-016,"CODO NEGRO SOLDABLE CED 40 3"" * 45°",CODO N-021,Medidas/modelos diferentes
90.6,"CODO NEGRO SOLDABLE CED 40 3/4"" * 90°",CODO N-016,"CODO NEGRO SOLDABLE CED 40 4"" * 45°",CODO N-020,Medidas/modelos diferentes
90.6,"CODO ROSCADO ACERO NEGRO 45° * 1 1/2""",CODO -068,"CODO ROSCADO ACERO NEGRO 45° * 3/4""",CODO -070,Medidas/modelos diferentes
90.6,"CODO ROSCADO ACERO NEGRO 45° * 1 1/2""",CODO -068,"CODO ROSCADO ACERO NEGRO 90° * 1/2""",CODO R-064,Medidas/modelos diferentes
90.6,CODO ROSCADO ACERO NEGRO 45° * 1/2,CODO -071,"CODO ROSCADO ACERO NEGRO 90° * 1 1/2""",CODO R-061,Medidas/modelos diferentes
90.6,"CODO ROSCADO ACERO NEGRO 90° * 1 1/2""",CODO R-061,"CODO ROSCADO ACERO NEGRO 90° *3/4""",CODO R-063,Medidas/modelos diferentes
90.6,CODO ROSCADO GALVANIZADO 45° * 1 1/2,CODO R-082,CODO ROSCADO GALVANIZADO 45° * 3/4,CODO R-085,Medidas/modelos diferentes
90.6,CODO ROSCADO GALVANIZADO 45° * 1 1/2,CODO R-082,"CODO ROSCADO GALVANIZADO 90° * 1/2""",CODO R-078,Medidas/modelos diferentes
90.6,CODO ROSCADO GALVANIZADO 45° * 1/2,CODO R-084,"CODO ROSCADO GALVANIZADO 90° * 1 1/2""",CODO R-075,Medidas/modelos diferentes
90.6,"CODO ROSCADO GALVANIZADO 90° * 1 1/2""",CODO R-075,"CODO ROSCADO GALVANIZADO 90° * 3/4""",CODO R-077,Medidas/modelos diferentes
90.6,NIPLE ACERO AL CARBON DE 1 1/2 * 10,NIPLE -119,NIPLE ACERO AL CARBON DE 3/4 * 10,NIPLE -131,Medidas/modelos diferentes
90.6,NIPLE ACERO AL CARBON DE 2 1/2 * 10,NIPLE -098,NIPLE ACERO AL CARBON DE 3/4 * 10,NIPLE -131,Medidas/modelos diferentes
90.6,"TEE SOLDABLE NEGRA CED 30 DE 1""",TEE SO-055,"TEE SOLDABLE NEGRA CED 40 DE 1 1/2""",TEE SO-047,Medidas/modelos diferentes
90.6,"TEE SOLDABLE NEGRA CED 30 DE 1 1/2""",TEE SO-054,"TEE SOLDABLE NEGRA CED 30 DE 4""",TEE SO-051,Medidas/modelos diferentes
90.6,"TEE SOLDABLE NEGRA CED 30 DE 1 1/2""",TEE SO-054,"TEE SOLDABLE NEGRA CED 40 DE 1""",TEE SO-048,Medidas/modelos diferentes
90.6,"TEE SOLDABLE NEGRA CED 30 DE 1 1/2""",TEE SO-054,"TEE SOLDABLE NEGRA CED 40 DE 2""",TEE SO-046,Medidas/modelos diferentes
90.6,"TEE SOLDABLE NEGRA CED 30 DE 1/2""",TEE SO-056,"TEE SOLDABLE NEGRA CED 40 DE 3/4""",TEE SO-049,Medidas/modelos diferentes
90.6,"TEE SOLDABLE NEGRA CED 30 DE 2 """,TEE SO-053,"TEE SOLDABLE NEGRA CED 40 DE 1 1/2""",TEE SO-047,Medidas/modelos diferentes
90.6,"TEE SOLDABLE NEGRA CED 30 DE 3/4""",TEE SO-057,"TEE SOLDABLE NEGRA CED 40 DE 1/2""",TEE SO-050,Medidas/modelos diferentes
90.6,"TEE SOLDABLE NEGRA CED 40 DE 1 1/2""",TEE SO-047,"TEE SOLDABLE NEGRA CED 40 DE 3""",TEE SO-045,Medidas/modelos diferentes
90.6,"TEE SOLDABLE NEGRA CED 40 DE 1 1/2""",TEE SO-047,"TEE SOLDABLE NEGRA CED 40 DE 4""",TEE SO-044,Medidas/modelos diferentes
90.6,TORNILLO 1/2*1 1/2 NEGRO GRADO 5,TORNI-047,TORNILLO 5/8*2 1/2 NEGRO GRADO 5,TORNI-067,Medidas/modelos diferentes
90.6,TORNILLO 1/2*1 1/2 NEGRO GRADO 5,TORNI-047,TORNILLO 5/8*3 1/2 NEGRO GRADO 5,TORNI-069,Medidas/modelos diferentes
90.6,TORNILLO 1/2* 2 1/2 GRADO 8 NEGRO,TORNI-091,TORNILLO 3/4*2 1/2 GRADO 5 NEGRO,TORNI-075,Medidas/modelos diferentes
90.6,TORNILLO 1/2*2 1/2NEGRO GRADO 5,TORNI-049,TORNILLO 7/16*2 1/2 NEGRO GRADO 5,TORNI-042,Medidas/modelos diferentes
90.6,TORNILLO 1/2* 3 1/2 GRADO 8 NEGRO,TORNI-092,TORNILLO 3/4*3 1/2 GRADO 5 NEGRO,TORNI-077,Medidas/modelos diferentes
90.6,TORNILLO 1/2*3 1/2NEGRO GRADO 5,TORNI-051,TORNILLO 7/16*3 1/2 NEGRO GRADO 5,TORNI-044,Medidas/modelos diferentes
90.6,TORNILLO 1/2*3 1/2NEGRO GRADO 5,TORNI-051,TORNILLO 9/16*3 1/2 NEGRO GRADO 5,TORNI-061,Medidas/modelos diferentes
90.6,TORNILLO 1/2*4 1/2 NEGRO GRADO 5,TORNI-053,TORNILLO 5/8*2 1/2 NEGRO GRADO 5,TORNI-067,Medidas/modelos diferentes
90.6,TORNILLO 1/2*4 1/2 NEGRO GRADO 5,TORNI-053,TORNILLO 5/8*3 1/2 NEGRO GRADO 5,TORNI-069,Medidas/modelos diferentes
90.6,TORNILLO 3/16*1 1/2 CABEZA DE GOTA,TORNI-025,TORNILLO 3/16*3 CABEZA DE GOTA,TORNI-026,Medidas/modelos diferentes
90.6,TORNILLO 5/8*2 1/2 NEGRO GRADO 5,TORNI-067,TORNILLO 5/8*4 /1 2 NEGRO GRADO 5,TORNI-071,Medidas/modelos diferentes
90.6,TORNILLO 5/8*2 1/2 NEGRO GRADO 5,TORNI-067,TORNILLO 9/16*2 1/2NEGRO GRADO 5,TORNI-059,Medidas/modelos diferentes
90.6,TORNILLO 5/8*3 1/2 NEGRO GRADO 5,TORNI-069,TORNILLO 5/8*4 /1 2 NEGRO GRADO 5,TORNI-071,Medidas/modelos diferentes
90.6,TORNILLO DE 3/8*3 /12 NEGRO GRADO 5,TORNI-035,TORNILLO DE 3/8*5NEGRO GRADO 5,TORNI-038,Medidas/modelos diferentes
90.5,CODO MACHO 45° 3/8 * 1/4,AIRE-COD-082,CODO MACHO 45° 3/8 * 3/8,AIRE-COD-083,Medidas/modelos diferentes
90.5,CODO MACHO 45° 3/8 * 1/4,AIRE-COD-082,CODO MACHO 90° 3/8*1/4,AIRE-COD-022,Medidas/modelos diferentes
90.5,CODO MACHO 45° 3/8 * 3/8,AIRE-COD-083,CODO MACHO 90° 3/8 * 3/8,AIRE-COD-023,Medidas/modelos diferentes
90.5,CODO MACHO 90° 1/2 * 1/2,AIRE-COD-025,CODO MACHO 90° 1/2 * 3/8,AIRE-COD-026,Medidas/modelos diferentes
90.5,CODO MACHO 90° 1/2 * 1/2,AIRE-COD-025,CODO MACHO 90° 1/4 * 1/4,AIRE-COD-019,Medidas/modelos diferentes
90.5,CODO MACHO 90° 1/2 * 1/2,AIRE-COD-025,CODO MACHO 90 ° 1/4 *1/8,AIRE-COD-018,Medidas/modelos diferentes
90.5,CODO MACHO 90° 1/2* 1/4,AIRE-COD-024,CODO MACHO 90° 1/2 * 3/8,AIRE-COD-026,Medidas/modelos diferentes
90.5,CODO MACHO 90° 1/2* 1/4,AIRE-COD-024,CODO MACHO 90 ° 1/4 *1/8,AIRE-COD-018,Medidas/modelos diferentes
90.5,CODO MACHO 90° 1/2* 1/4,AIRE-COD-024,CODO MACHO 90° 3/8*1/4,AIRE-COD-022,Medidas/modelos diferentes
90.5,CODO MACHO 90° 1/2 * 3/8,AIRE-COD-026,CODO MACHO 90 ° 1/4 *1/8,AIRE-COD-018,Medidas/modelos diferentes
90.5,CODO MACHO 90° 1/2 * 3/8,AIRE-COD-026,CODO MACHO 90° 3/8 * 3/8,AIRE-COD-023,Medidas/modelos diferentes
90.5,CODO MACHO 90° 1/4 * 1/4,AIRE-COD-019,CODO MACHO 90° 3/8*1/4,AIRE-COD-022,Medidas/modelos diferentes
90.5,CODO MACHO 90 ° 1/4 *1/8,AIRE-COD-018,CODO MACHO 90° 3/8* 1/8,AIRE-COD-021,Medidas/modelos diferentes
90.5,CODO MACHO 90° 3/8*1/4,AIRE-COD-022,CODO MACHO 90° 3/8 * 3/8,AIRE-COD-023,Medidas/modelos diferentes
90.5,CONECTOR GLANDULA 1/2,CON-019,CONECTOR GLANDULA 3/4,CON-020,Medidas/modelos diferentes
90.5,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/2* 1 1/4,AIRE-RED-138,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/2* 3/8,AIRE-RED-127,Medidas/modelos diferentes
90.5,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 1 1/2* 1 1/4,AIRE-RED-138,REDUCCION BUSHING MACHO NPT * HEMBRA NPT3/4 1/4,AIRE-RED-128,Medidas/modelos diferentes
90.5,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 2 1/2 * 1 1/2,AIRE-RED-140,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/2* 3/8,AIRE-RED-127,Medidas/modelos diferentes
90.5,REDUCCION BUSHING MACHO NPT * HEMBRA NPT 2 1/2 * 1 1/2,AIRE-RED-140,REDUCCION BUSHING MACHO NPT * HEMBRA NPT1/4*1/8,AIRE-RED-123,Medidas/modelos diferentes
90.5,TEE LATERAL MACHO NPT x HEMBRA NPT 1 1/4 * 1 1/4,AIRE-TEE-147,TEE LATERAL MACHO NPT x HEMBRA NPT 3/4 * 3/4,AIRE-TEE-146,Medidas/modelos diferentes
90.5,CAJA CONDULET FSC 1/2,CAJ-010,CAJA CONDULET FSC 3/4,CAJ-012,Medidas/modelos diferentes
90.5,"PLAFON RED REMACHABLE 3 LED DE 2"" AMBAR",PLAFON-018,"PLAFON RED REMACHABLE 3 LED DE 2"" AMBAR VOLT 24",PLAFON-026,Medidas/modelos diferentes
90.4,CODO UNION 90° MACHO JIC x MACHO 3/4,AIRE-COD-169,CODO UNION 90° MACHO JIC x MACHO 3/4* 1 5/16,AIRE-COD-170,Medidas/modelos diferentes
